acelX,acelY,acelZ,output
0.85, 9.23, 3.15, RIGHT
1.07, 9.05, 3.02, RIGHT
1.15, 9.21, 3.05, RIGHT
1.16, 9.12, 3.00, RIGHT
1.17, 9.21, 3.03, RIGHT
1.26, 9.20, 2.99, RIGHT
1.26, 9.22, 2.98, RIGHT
1.34, 9.21, 2.96, RIGHT
1.31, 9.33, 3.02, RIGHT
1.24, 9.14, 3.06, RIGHT
1.27, 9.23, 3.01, RIGHT
1.23, 9.20, 3.05, RIGHT
1.19, 9.05, 3.00, RIGHT
1.21, 9.11, 2.98, RIGHT
1.23, 9.25, 2.98, RIGHT
1.04, 9.33, 3.06, RIGHT
1.12, 9.29, 2.90, RIGHT
1.14, 9.25, 2.79, RIGHT
0.96, 9.33, 2.63, RIGHT
0.82, 9.37, 2.47, RIGHT
0.77, 9.30, 2.42, RIGHT
0.69, 9.47, 2.43, RIGHT
0.67, 9.54, 2.30, RIGHT
0.82, 9.32, 2.18, RIGHT
1.01, 9.67, 1.97, RIGHT
0.97, 9.42, 2.07, RIGHT
1.36, 9.42, 1.92, RIGHT
1.24, 9.19, 2.30, RIGHT
1.70, 9.27, 1.95, RIGHT
1.45, 9.46, 2.16, RIGHT
-7.08, -0.29, 6.09, TOP
-7.47, -0.25, 5.78, TOP
-7.53, -0.25, 5.78, TOP
-7.48, -0.21, 5.82, TOP
-7.51, -0.24, 5.77, TOP
-6.84, -0.83, 6.52, TOP
-6.77, -1.66, 6.44, TOP
-6.76, -1.80, 6.10, TOP
-7.72, -0.85, 5.38, TOP
-7.92, -0.42, 5.12, TOP
-8.38, -0.02, 4.60, TOP
-8.32, -0.00, 4.29, TOP
-8.43, -0.02, 4.02, TOP
-8.54, 0.01, 3.97, TOP
-8.51, -0.05, 3.91, TOP
-8.48, -0.12, 3.80, TOP
-8.59, -0.09, 3.74, TOP
-8.86, -0.14, 3.48, TOP
-8.66, -0.13, 3.39, TOP
-8.80, -0.27, 3.15, TOP
-8.97, -0.28, 3.24, TOP
-8.69, -0.43, 3.94, TOP
-8.46, -0.50, 4.74, TOP
-7.02, -0.29, 5.99, TOP
-6.82, -0.15, 6.54, TOP
-6.69, -0.13, 6.79, TOP
-6.61, -0.29, 7.07, TOP
-6.09, -0.87, 7.10, TOP
-5.90, -1.26, 7.30, TOP
-5.48, -1.58, 7.71, TOP
-5.34, -2.09, 7.34, TOP
-5.80, -2.18, 7.09, TOP
-6.55, -2.10, 6.75, TOP
-6.69, -1.89, 6.38, TOP
-6.93, -2.01, 6.13, TOP
-6.68, -1.69, 6.30, TOP
-6.85, -1.81, 6.27, TOP
-6.78, -1.76, 6.30, TOP
-6.92, -1.66, 6.41, TOP
-6.60, -1.52, 6.20, TOP
-7.20, -1.61, 6.04, TOP
-7.11, -1.29, 6.48, TOP
-6.87, -1.59, 6.15, TOP
-7.13, -1.48, 6.37, TOP
-6.90, -1.60, 6.23, TOP
-7.16, -1.48, 5.93, TOP
-7.30, -1.38, 5.71, TOP
-7.40, -1.33, 5.68, TOP
-7.49, -1.32, 5.76, TOP
-7.35, -1.30, 5.80, TOP
-7.39, -1.32, 5.75, TOP
-7.46, -1.32, 5.77, TOP
-7.35, -1.27, 5.76, TOP
-7.47, -1.17, 5.90, TOP
-7.39, -1.27, 5.87, TOP
-7.37, -1.22, 5.84, TOP
-7.42, -1.19, 5.90, TOP
-7.25, -1.16, 5.89, TOP
-7.34, -1.21, 5.88, TOP
-7.28, -1.15, 5.80, TOP
-7.50, -1.07, 5.73, TOP
-7.44, -1.03, 5.58, TOP
-8.07, -1.15, 5.25, TOP
-7.76, -1.09, 5.24, TOP
-7.74, -1.07, 5.26, TOP
-7.51, -0.97, 5.37, TOP
-8.15, -0.99, 5.07, TOP
-7.99, -0.97, 4.96, TOP
-7.87, -0.97, 4.96, TOP
-8.16, -1.00, 4.85, TOP
-8.12, -0.92, 4.65, TOP
-8.18, -0.66, 4.49, TOP
-8.18, -0.70, 4.30, TOP
-8.35, -0.66, 4.38, TOP
-8.36, -0.62, 4.41, TOP
-8.12, -0.60, 4.39, TOP
-8.15, -0.67, 4.23, TOP
-8.40, -0.67, 4.29, TOP
-8.48, -0.50, 4.47, TOP
-8.40, -0.07, 4.13, TOP
-8.54, 0.30, 3.52, TOP
-8.71, 0.03, 2.82, TOP
-9.07, -0.34, 1.80, TOP
-9.36, -0.27, 1.36, TOP
-9.45, -0.36, 1.11, TOP
-9.45, -0.21, 1.22, TOP
-9.33, -0.41, 0.76, TOP
-9.31, 0.08, 0.14, TOP
-9.39, -0.12, -0.54, TOP
-9.49, -0.78, -1.34, TOP
-9.06, -0.77, -1.23, TOP
-9.09, -0.84, -1.37, TOP
-9.33, -0.85, -1.28, TOP
-9.31, -1.18, -1.26, TOP
-9.29, -1.17, -0.67, TOP
-9.23, -1.05, -0.39, TOP
-9.07, -1.03, -0.45, TOP
-9.18, -1.22, -0.62, TOP
-9.18, -1.19, -0.63, TOP
-9.40, -1.23, -0.55, TOP
-9.39, -1.17, -0.36, TOP
-9.14, -1.16, -0.19, TOP
-9.37, -1.13, 0.20, TOP
-9.18, -1.10, 1.08, TOP
-9.51, -0.96, 2.51, TOP
-8.08, -0.78, 5.49, TOP
-5.66, -0.50, 7.46, TOP
-4.27, -0.23, 8.51, TOP
-4.27, -0.40, 8.63, TOP
-4.32, -1.20, 8.52, TOP
-4.32, -1.22, 8.50, TOP
-4.86, -1.41, 8.38, TOP
-4.97, -1.43, 8.14, TOP
-5.26, -1.26, 7.74, TOP
-5.81, -1.13, 7.43, TOP
-6.33, -0.97, 7.31, TOP
-6.90, -0.58, 6.76, TOP
-7.01, -0.44, 6.46, TOP
-7.77, -0.11, 5.82, TOP
-7.52, 0.32, 5.10, TOP
-8.32, 0.43, 4.06, TOP
-8.59, 0.21, 3.01, TOP
-9.50, 0.23, 2.12, TOP
-9.31, 0.11, 1.66, TOP
-9.33, 0.21, 1.16, TOP
-9.12, 0.01, 0.26, TOP
-9.30, -0.10, 0.17, TOP
-9.47, -0.22, 0.22, TOP
-9.57, -0.07, 0.53, TOP
-9.21, -0.74, 0.59, TOP
-9.15, -1.11, 0.10, TOP
-9.39, -0.97, -0.22, TOP
-9.29, -0.79, -0.18, TOP
-9.49, -0.63, 0.08, TOP
-9.37, -0.65, 0.54, TOP
-9.25, -0.48, 0.58, TOP
-9.16, -0.65, 0.57, TOP
-9.38, -0.60, 0.39, TOP
-9.28, -0.58, 0.34, TOP
-9.31, -0.50, 0.32, TOP
-9.35, -0.47, 0.45, TOP
-9.39, -0.56, -0.03, TOP
-9.51, -1.07, -0.33, TOP
-9.32, -1.50, 0.61, TOP
-9.08, -1.80, 2.17, TOP
-7.53, -0.80, 5.36, TOP
-6.36, -0.44, 6.95, TOP
-5.99, -0.47, 7.31, TOP
-5.80, -0.51, 7.55, TOP
-6.00, -0.65, 7.47, TOP
-5.85, -0.95, 7.33, TOP
-5.82, -1.07, 7.43, TOP
-5.83, -1.18, 7.54, TOP
-5.60, -1.29, 7.42, TOP
-5.57, -1.19, 7.87, TOP
-5.11, -0.93, 8.21, TOP
-4.73, -0.91, 8.25, TOP
-5.02, -0.88, 8.45, TOP
-4.65, -0.81, 8.25, TOP
-4.93, -0.90, 8.19, TOP
-4.91, -0.85, 8.32, TOP
-5.18, -0.87, 8.37, TOP
-5.00, -1.07, 8.18, TOP
-5.00, -1.09, 8.09, TOP
-5.34, -2.34, 7.38, TOP
-5.65, -2.60, 7.41, TOP
-5.75, -2.63, 7.45, TOP
-5.56, -2.48, 7.24, TOP
-5.64, -2.55, 7.07, TOP
-6.30, -2.72, 6.44, TOP
-6.47, -2.75, 6.55, TOP
-6.52, -2.84, 6.42, TOP
-6.93, -2.59, 6.15, TOP
-7.60, -1.66, 5.69, TOP
-7.58, -1.20, 5.28, TOP
-7.86, -0.62, 4.94, TOP
-8.34, 0.16, 4.77, TOP
-8.36, 0.67, 4.90, TOP
-7.48, 0.90, 5.14, TOP
-7.81, 0.89, 4.85, TOP
-8.22, 0.99, 4.55, TOP
-8.24, 1.05, 4.72, TOP
-8.40, 1.10, 4.80, TOP
-7.96, 0.88, 4.57, TOP
-8.02, 0.84, 4.31, TOP
-8.46, 0.90, 4.22, TOP
-8.42, 1.04, 4.36, TOP
-8.22, 1.08, 4.25, TOP
-8.11, 0.88, 4.06, TOP
-8.50, 0.89, 4.12, TOP
-8.56, 1.00, 4.25, TOP
-8.40, 1.07, 4.39, TOP
-8.11, 1.03, 4.32, TOP
-8.15, 0.80, 4.15, TOP
-8.51, 0.79, 4.16, TOP
-8.61, 0.94, 4.34, TOP
-8.19, 1.07, 4.42, TOP
-8.12, 0.94, 4.28, TOP
-8.25, 0.87, 4.27, TOP
-8.49, 1.02, 4.50, TOP
-7.98, 1.60, 4.99, TOP
-7.73, 1.70, 5.05, TOP
-7.86, 1.61, 4.95, TOP
-7.90, 1.65, 4.93, TOP
-7.76, 1.69, 4.81, TOP
-8.07, 2.24, 4.70, TOP
-7.85, 2.59, 4.44, TOP
-7.85, 2.66, 4.45, TOP
-7.71, 2.69, 4.53, TOP
-7.73, 2.85, 4.70, TOP
-7.63, 2.79, 4.64, TOP
-7.66, 2.89, 4.59, TOP
-7.71, 2.95, 4.43, TOP
-7.75, 2.87, 4.37, TOP
-7.79, 2.95, 4.50, TOP
-7.73, 2.90, 4.59, TOP
-7.78, 2.78, 4.53, TOP
-7.72, 2.78, 4.51, TOP
-7.71, 2.74, 4.46, TOP
-8.05, 2.76, 4.46, TOP
-7.84, 2.83, 4.55, TOP
-7.77, 2.87, 4.55, TOP
-7.81, 2.80, 4.45, TOP
-7.87, 2.90, 4.54, TOP
-7.91, 2.74, 4.47, TOP
-7.95, 2.69, 4.49, TOP
-7.76, 2.85, 4.58, TOP
-7.59, 2.72, 4.43, TOP
-7.74, 2.47, 4.24, TOP
-8.09, 2.58, 4.25, TOP
-8.07, 2.59, 4.28, TOP
-7.99, 2.69, 4.33, TOP
-7.81, 2.65, 4.26, TOP
-7.89, 2.39, 4.05, TOP
-7.98, 2.53, 4.05, TOP
-8.22, 2.56, 4.15, TOP
-8.19, 2.64, 4.19, TOP
-7.97, 2.46, 4.01, TOP
-8.06, 2.40, 3.96, TOP
-8.22, 2.32, 3.85, TOP
-8.35, 2.55, 3.99, TOP
-7.96, 2.43, 3.97, TOP
-8.17, 2.15, 3.68, TOP
-8.21, 2.05, 3.60, TOP
-8.55, 2.26, 3.73, TOP
-8.34, 2.23, 3.68, TOP
-8.26, 2.32, 3.74, TOP
-8.07, 2.23, 3.69, TOP
-8.39, 2.21, 3.64, TOP
-8.41, 2.38, 3.80, TOP
-8.15, 2.44, 3.80, TOP
-8.09, 2.23, 3.65, TOP
-8.27, 2.09, 3.57, TOP
-8.52, 2.32, 3.75, TOP
-8.39, 2.48, 3.80, TOP
-8.18, 2.39, 3.70, TOP
-8.12, 2.14, 3.52, TOP
-8.41, 2.19, 3.54, TOP
-8.54, 2.35, 3.67, TOP
-8.40, 2.47, 3.83, TOP
-8.08, 2.28, 3.63, TOP
-8.26, 2.14, 3.50, TOP
-8.25, 2.21, 3.60, TOP
-8.28, 2.31, 3.88, TOP
-8.26, 2.15, 4.28, TOP
-8.10, 1.08, 4.30, TOP
-7.20, -0.54, 5.39, TOP
-7.22, -2.68, 5.35, TOP
-7.14, -3.08, 5.70, TOP
-7.23, -2.66, 5.43, TOP
-7.35, -2.34, 4.99, TOP
-7.80, -2.09, 3.94, TOP
-8.70, -1.57, 3.48, TOP
-8.26, -1.47, 3.73, TOP
-8.32, -1.63, 3.65, TOP
-7.98, -2.08, 4.14, TOP
-7.74, -2.34, 5.51, TOP
-7.49, -2.72, 5.56, TOP
-6.93, -2.72, 5.36, TOP
-7.26, -2.70, 5.67, TOP
-6.92, -2.85, 5.58, TOP
-7.18, -2.88, 5.79, TOP
-6.64, -2.97, 5.50, TOP
-6.96, -2.82, 5.80, TOP
-6.91, -2.79, 5.71, TOP
-6.97, -2.90, 5.66, TOP
-7.16, -2.89, 5.78, TOP
-7.09, -2.93, 5.58, TOP
-7.19, -2.85, 5.74, TOP
-7.13, -2.82, 5.58, TOP
-6.67, -2.96, 5.14, TOP
-7.27, -2.83, 5.53, TOP
-7.24, -2.70, 5.59, TOP
-7.26, -2.87, 5.43, TOP
-7.07, -2.91, 5.75, TOP
-6.56, -2.76, 5.69, TOP
-7.05, -3.02, 5.71, TOP
-7.12, -3.00, 5.88, TOP
-7.08, -2.83, 5.67, TOP
-6.81, -2.85, 5.53, TOP
-7.33, -2.68, 5.57, TOP
-6.93, -2.58, 5.46, TOP
-6.74, -2.62, 5.53, TOP
-6.91, -2.51, 5.94, TOP
-7.06, -2.43, 5.96, TOP
-6.20, -2.06, 6.34, TOP
-6.04, -1.67, 6.86, TOP
-6.17, -1.56, 7.01, TOP
-5.94, -1.45, 7.04, TOP
-6.25, -1.29, 7.17, TOP
-6.29, -1.17, 6.95, TOP
-6.48, -0.88, 6.73, TOP
-6.63, -0.63, 6.60, TOP
-6.83, -0.61, 6.62, TOP
-6.66, -0.59, 6.61, TOP
-6.80, -0.57, 6.70, TOP
-6.69, -0.35, 6.61, TOP
-7.14, 0.39, 6.37, TOP
-7.20, 0.59, 6.22, TOP
-7.09, 0.80, 5.97, TOP
-7.27, 1.00, 5.67, TOP
-7.46, 1.21, 5.67, TOP
-7.37, 1.46, 5.83, TOP
-7.13, 1.64, 5.91, TOP
-6.97, 1.56, 5.65, TOP
-7.41, 1.52, 5.67, TOP
-7.55, 1.65, 5.83, TOP
-7.14, 1.80, 5.94, TOP
-7.05, 1.82, 5.82, TOP
-7.08, 1.62, 5.61, TOP
-7.53, 1.57, 5.65, TOP
-7.44, 1.77, 5.82, TOP
-7.16, 1.89, 5.90, TOP
-6.92, 1.87, 5.78, TOP
-7.12, 1.67, 5.61, TOP
-7.38, 1.66, 5.63, TOP
-7.44, 1.91, 5.92, TOP
-7.08, 2.04, 6.03, TOP
-6.68, 2.10, 6.10, TOP
-6.54, 2.03, 6.20, TOP
-6.68, 2.21, 6.40, TOP
-6.81, 2.26, 6.56, TOP
-6.82, 2.22, 6.28, TOP
-7.25, 1.81, 5.31, TOP
-8.06, 1.17, 4.38, TOP
-8.57, 1.06, 3.91, TOP
-8.76, 0.96, 3.68, TOP
-8.35, 0.93, 3.60, TOP
-8.37, 0.72, 3.34, TOP
-8.50, 0.32, 3.47, TOP
-8.64, -0.06, 4.01, TOP
-8.78, -0.53, 4.46, TOP
-7.99, -1.50, 4.43, TOP
-7.86, -1.64, 4.52, TOP
-8.02, -1.83, 4.67, TOP
-8.17, -1.88, 4.87, TOP
-7.82, -1.71, 4.92, TOP
-7.65, -1.78, 4.67, TOP
-8.07, -1.79, 4.47, TOP
-8.29, -1.70, 4.61, TOP
-8.20, -1.26, 4.90, TOP
-8.02, -1.33, 4.84, TOP
-8.47, -0.88, 4.87, TOP
-7.45, 0.56, 5.76, TOP
-7.17, 0.81, 6.07, TOP
-7.25, 1.67, 6.00, TOP
-6.88, 1.99, 5.92, TOP
-7.05, 2.21, 5.90, TOP
-7.02, 2.41, 5.84, TOP
-7.01, 2.55, 5.86, TOP
-6.98, 2.51, 5.70, TOP
-7.05, 2.58, 5.78, TOP
-6.96, 2.50, 5.72, TOP
-7.02, 2.63, 5.79, TOP
-7.14, 2.68, 5.84, TOP
-6.96, 2.55, 5.72, TOP
-7.11, 2.58, 5.77, TOP
-6.96, 2.55, 5.76, TOP
-7.14, 2.32, 5.85, TOP
-7.08, 2.20, 5.91, TOP
-7.23, 2.11, 5.77, TOP
-7.00, 1.97, 5.79, TOP
-7.36, 1.65, 5.80, TOP
-7.80, 0.96, 4.92, TOP
-8.44, 0.45, 4.90, TOP
-8.35, -0.13, 4.59, TOP
-8.22, -0.31, 4.47, TOP
-7.84, -0.46, 4.55, TOP
-8.29, -0.56, 4.66, TOP
-8.02, -0.64, 4.68, TOP
-7.96, -0.79, 4.58, TOP
-8.11, -0.81, 4.77, TOP
-8.15, -1.05, 4.79, TOP
-7.77, -1.05, 4.82, TOP
-8.10, -1.01, 4.50, TOP
-8.59, -0.71, 3.96, TOP
-8.77, -0.41, 3.94, TOP
-8.52, -0.49, 3.69, TOP
-8.33, -0.35, 3.70, TOP
-8.54, -0.41, 3.64, TOP
-8.48, -0.16, 4.02, TOP
-8.63, -0.25, 3.93, TOP
-8.57, -0.16, 3.94, TOP
-8.56, -0.07, 3.71, TOP
-8.54, 0.21, 3.36, TOP
-9.17, -0.96, 1.47, TOP
-9.19, -1.25, 0.51, TOP
-9.03, -1.43, 0.02, TOP
-9.43, -1.29, -1.58, TOP
-9.06, -1.22, -2.47, TOP
-8.99, -1.33, -2.68, TOP
-8.98, -1.14, -2.47, TOP
-8.95, -1.16, -2.40, TOP
-8.93, -1.38, -2.46, TOP
-9.06, -1.56, -1.64, TOP
-9.10, -1.20, 1.31, TOP
-9.12, -1.93, 3.05, TOP
-6.02, -0.64, 6.83, TOP
-5.77, -0.60, 7.36, TOP
-6.34, -0.41, 7.02, TOP
-6.51, -0.46, 7.01, TOP
-6.95, -0.79, 5.90, TOP
-7.50, -0.81, 5.57, TOP
-7.86, -0.71, 4.99, TOP
-7.92, -0.23, 4.60, TOP
-8.20, 0.52, 4.51, TOP
-8.20, 0.73, 4.39, TOP
-8.12, 1.48, 4.53, TOP
-8.06, 1.73, 4.44, TOP
-8.00, 2.05, 4.40, TOP
-8.06, 2.23, 4.21, TOP
-8.43, 2.15, 3.85, TOP
-8.38, 1.77, 3.61, TOP
-8.43, 1.77, 3.66, TOP
-8.45, 1.78, 3.67, TOP
-8.38, 1.84, 3.70, TOP
-8.49, 1.71, 3.71, TOP
-8.50, 1.58, 3.56, TOP
-8.47, 1.55, 3.68, TOP
-8.39, 1.53, 3.84, TOP
-8.37, 1.46, 3.98, TOP
-8.36, 1.41, 3.93, TOP
-8.25, 1.51, 4.14, TOP
-8.26, 1.53, 4.15, TOP
-8.27, 1.53, 4.13, TOP
-8.20, 1.52, 4.13, TOP
-8.17, 1.53, 4.20, TOP
-0.42, -8.25, 5.39, LEFT
-0.38, -8.25, 5.38, LEFT
-0.28, -8.27, 5.33, LEFT
-0.14, -8.26, 5.51, LEFT
-0.27, -8.30, 5.38, LEFT
0.05, -8.19, 5.59, LEFT
-0.01, -7.74, 6.11, LEFT
-1.58, -8.49, 5.48, LEFT
-0.42, -8.35, 5.54, LEFT
0.25, -7.52, 3.87, LEFT
1.39, -8.60, 4.05, LEFT
1.33, -9.29, 3.17, LEFT
1.53, -9.30, 2.50, LEFT
1.62, -9.92, 0.72, LEFT
1.18, -10.19, -0.23, LEFT
0.99, -9.88, 0.40, LEFT
1.58, -9.68, 1.85, LEFT
1.42, -9.53, 3.28, LEFT
0.76, -8.12, 5.04, LEFT
1.68, -8.45, 5.15, LEFT
1.96, -7.93, 5.65, LEFT
2.04, -8.18, 5.69, LEFT
1.44, -7.86, 5.77, LEFT
0.53, -8.10, 5.64, LEFT
0.33, -8.28, 5.37, LEFT
0.24, -8.46, 5.08, LEFT
0.00, -8.69, 4.82, LEFT
0.26, -8.79, 4.58, LEFT
0.81, -8.82, 4.35, LEFT
0.76, -8.73, 4.29, LEFT
0.79, -9.01, 4.19, LEFT
0.92, -9.04, 4.24, LEFT
0.59, -8.79, 4.48, LEFT
1.30, -9.08, 4.01, LEFT
1.20, -8.90, 4.18, LEFT
1.52, -8.85, 4.13, LEFT

2.34, -9.18, 3.22, LEFT
2.40, -8.70, 3.16, LEFT
2.06, -9.13, 3.46, LEFT
2.32, -9.18, 3.16, LEFT
1.43, -8.83, 3.63, LEFT
1.61, -9.21, 3.58, LEFT
1.57, -9.03, 3.60, LEFT
1.81, -9.07, 3.35, LEFT
1.87, -9.30, 3.36, LEFT
1.73, -9.43, 3.20, LEFT
1.52, -9.39, 3.36, LEFT
1.29, -9.05, 3.49, LEFT
1.46, -9.00, 3.41, LEFT
1.18, -9.01, 3.62, LEFT
1.10, -9.13, 3.75, LEFT
1.07, -9.16, 3.61, LEFT
0.94, -9.30, 3.37, LEFT
1.02, -9.36, 3.17, LEFT
0.74, -9.55, 2.94, LEFT
0.53, -9.54, 2.83, LEFT
0.40, -9.49, 2.83, LEFT
0.45, -9.47, 2.77, LEFT
0.45, -9.49, 2.76, LEFT
0.49, -9.67, 2.70, LEFT
0.65, -9.48, 2.64, LEFT
0.70, -9.47, 2.57, LEFT
0.77, -9.63, 2.47, LEFT
0.80, -9.45, 2.36, LEFT
0.66, -9.56, 2.22, LEFT
0.24, -9.69, 2.04, LEFT
-0.04, -9.82, 1.88, LEFT
0.10, -9.42, 1.86, LEFT
-0.11, -9.86, 1.71, LEFT
-0.23, -9.94, 1.79, LEFT
-0.17, -9.72, 1.75, LEFT
-0.26, -9.87, 1.73, LEFT
-0.24, -9.78, 1.75, LEFT
-0.12, -9.72, 1.84, LEFT
-0.00, -9.72, 1.74, LEFT
-0.10, -9.55, 1.79, LEFT
-0.06, -9.80, 1.48, LEFT
-0.21, -9.90, 1.83, LEFT
-0.06, -9.70, 1.85, LEFT
0.08, -9.62, 1.73, LEFT
-0.23, -9.82, 1.78, LEFT
-0.15, -9.73, 1.62, LEFT
0.08, -9.69, 1.60, LEFT
0.28, -9.95, 1.81, LEFT
0.43, -9.46, 2.04, LEFT
0.74, -9.57, 2.34, LEFT
0.96, -9.56, 2.45, LEFT
0.91, -9.61, 2.74, LEFT
0.89, -9.60, 2.68, LEFT
1.02, -9.48, 2.51, LEFT
1.89, -9.65, 1.74, LEFT
1.88, -9.54, 1.70, LEFT
1.86, -9.65, 1.51, LEFT
1.92, -9.70, 1.29, LEFT
1.72, -9.96, 1.29, LEFT
1.32, -9.91, 0.94, LEFT
1.09, -9.74, 0.63, LEFT
1.31, -9.79, 0.54, LEFT
1.50, -9.85, 0.57, LEFT
1.71, -9.94, 0.49, LEFT
1.81, -9.97, 0.47, LEFT
1.24, -9.75, 0.81, LEFT
1.46, -9.73, 0.68, LEFT
1.55, -9.64, 0.55, LEFT
1.21, -9.92, 0.55, LEFT
1.30, -10.07, 0.58, LEFT
1.18, -9.91, 0.71, LEFT
0.99, -9.65, 0.90, LEFT
0.97, -9.70, 0.94, LEFT
1.31, -9.79, 0.91, LEFT
1.51, -9.93, 0.94, LEFT
1.24, -9.96, 1.16, LEFT
0.93, -9.64, 1.65, LEFT
1.20, -9.78, 1.76, LEFT
2.88, -8.72, 2.87, LEFT
2.71, -9.01, 3.53, LEFT
3.74, -9.39, 2.74, LEFT
3.48, -9.12, 2.87, LEFT
2.84, -8.77, 2.89, LEFT
2.37, -8.90, 3.12, LEFT
2.42, -9.34, 2.98, LEFT
2.46, -9.46, 2.69, LEFT
2.05, -9.49, 2.61, LEFT
1.96, -9.39, 2.65, LEFT
1.47, -9.36, 2.91, LEFT
0.83, -9.53, 2.78, LEFT
1.23, -9.51, 2.34, LEFT
1.66, -9.53, 2.09, LEFT
2.42, -9.31, 2.23, LEFT
3.04, -9.16, 2.89, LEFT
3.74, -8.42, 3.29, LEFT
3.74, -8.50, 3.73, LEFT
3.53, -8.77, 3.35, LEFT
2.86, -8.84, 3.57, LEFT
2.43, -9.20, 3.28, LEFT
2.15, -9.33, 3.08, LEFT
1.69, -8.43, 3.10, LEFT
1.26, -9.32, 3.16, LEFT
1.11, -9.40, 2.85, LEFT
1.00, -9.36, 2.77, LEFT
0.73, -9.51, 2.63, LEFT
0.74, -9.55, 2.46, LEFT
0.82, -9.54, 2.35, LEFT
1.97, -9.03, 2.84, LEFT
2.16, -9.38, 3.26, LEFT
1.69, -9.26, 3.09, LEFT
1.40, -9.24, 3.20, LEFT
1.38, -9.36, 3.18, LEFT
1.52, -9.37, 3.00, LEFT
1.36, -9.24, 3.15, LEFT
1.93, -9.20, 4.05, LEFT
2.31, -9.06, 3.72, LEFT
2.87, -9.32, 3.48, LEFT
2.82, -8.74, 3.77, LEFT
3.39, -8.35, 3.86, LEFT
3.33, -8.67, 3.64, LEFT
3.33, -8.67, 3.64, LEFT
2.64, -9.03, 3.69, LEFT
2.05, -9.06, 3.40, LEFT
1.93, -9.22, 3.12, LEFT
1.76, -9.42, 2.91, LEFT
1.86, -9.59, 2.75, LEFT
1.55, -9.45, 2.89, LEFT
0.72, -9.45, 2.90, LEFT
1.38, -9.47, 2.58, LEFT
1.35, -9.47, 2.64, LEFT
0.93, -9.61, 2.56, LEFT
1.09, -9.55, 2.43, LEFT
1.54, -9.27, 3.06, LEFT
1.88, -8.79, 4.46, LEFT
2.16, -8.67, 4.29, LEFT
1.12, -9.03, 3.86, LEFT
1.02, -9.52, 2.73, LEFT
0.43, -9.89, 1.84, LEFT
0.33, -9.67, 1.65, LEFT
0.35, -9.89, 1.41, LEFT
0.17, -9.82, 1.32, LEFT
0.08, -9.83, 1.09, LEFT
-0.10, -9.79, 1.09, LEFT
-0.06, -9.86, 1.14, LEFT
0.11, -9.90, 1.29, LEFT
0.38, -9.74, 1.62, LEFT
0.71, -9.69, 1.81, LEFT
0.45, -9.63, 2.03, LEFT
0.47, -9.61, 2.07, LEFT
0.74, -9.78, 2.00, LEFT
1.09, -9.69, 2.13, LEFT
1.41, -9.67, 2.13, LEFT
1.84, -9.47, 2.15, LEFT
2.47, -9.12, 2.59, LEFT
3.05, -8.85, 3.39, LEFT
2.93, -8.88, 3.54, LEFT
2.50, -8.96, 2.97, LEFT
1.72, -9.53, 2.43, LEFT
1.07, -9.50, 2.13, LEFT
0.73, -9.76, 1.64, LEFT
0.57, -9.76, 1.29, LEFT
0.61, -9.89, 0.97, LEFT
0.33, -9.75, 1.01, LEFT
0.26, -9.89, 0.73, LEFT
0.31, -9.92, 0.47, LEFT
0.27, -9.94, 0.46, LEFT
0.27, -9.83, 0.55, LEFT
0.54, -9.78, 0.87, LEFT
0.89, -9.81, 1.47, LEFT
0.95, -9.82, 1.57, LEFT
0.99, -9.70, 1.67, LEFT
