acelX,acelY,acelZ,output
1.41, -10.10, 1.76, LEFT
1.33, -9.71, 1.99, LEFT
1.47, -9.62, 2.03, LEFT
1.42, -9.53, 2.08, LEFT
1.45, -9.55, 2.03, LEFT
1.45, -9.75, 1.97, LEFT
1.19, -9.60, 2.15, LEFT
0.91, -9.57, 2.24, LEFT
0.69, -9.55, 2.16, LEFT
0.79, -9.76, 1.99, LEFT
0.78, -9.69, 2.35, LEFT
1.04, -9.66, 2.26, LEFT
1.06, -9.49, 2.24, LEFT
0.95, -9.65, 2.13, LEFT
1.03, -9.68, 2.12, LEFT
0.76, -9.68, 1.64, LEFT
0.59, -9.65, -0.41, LEFT
0.65, -9.80, -1.33, LEFT
0.42, -9.81, -2.17, LEFT
0.20, -9.78, -2.44, LEFT
0.23, -9.68, -2.26, LEFT
0.16, -9.72, -2.26, LEFT
0.13, -9.62, -2.08, LEFT
0.35, -9.76, -1.97, LEFT
0.46, -9.81, -1.81, LEFT
0.60, -9.94, -1.57, LEFT
0.48, -9.87, -1.29, LEFT
0.51, -9.67, -1.26, LEFT
0.55, -9.84, -1.53, LEFT
0.48, -9.85, -1.62, LEFT
0.34, -9.85, -1.60, LEFT
0.37, -9.73, -1.54, LEFT
0.37, -9.68, -1.53, LEFT
0.45, -9.80, -1.69, LEFT
0.25, -9.85, -1.75, LEFT
0.08, -9.88, -1.65, LEFT
0.05, -9.82, -1.58, LEFT
0.07, -9.74, -1.55, LEFT
0.04, -9.73, -1.50, LEFT
0.12, -9.89, -1.71, LEFT
0.00, -9.83, -1.55, LEFT
0.01, -9.71, -1.44, LEFT
0.11, -9.76, -1.61, LEFT
0.29, -9.85, -1.51, LEFT
0.45, -9.77, -1.28, LEFT
0.92, -9.65, -0.96, LEFT
1.01, -9.87, -0.70, LEFT
1.34, -10.03, -0.68, LEFT
1.80, -9.81, -0.73, LEFT
1.31, -9.68, -0.96, LEFT
1.19, -9.79, -1.48, LEFT
1.80, -9.81, -0.73, LEFT
1.31, -9.68, -0.96, LEFT
1.19, -9.79, -1.48, LEFT
1.14, -9.81, -1.60, LEFT
1.14, -9.87, -1.68, LEFT
1.31, -9.87, -1.59, LEFT
1.73, -9.67, -1.36, LEFT
1.92, -9.75, -0.73, LEFT
2.48, -9.79, -0.45, LEFT
2.97, -9.62, -0.06, LEFT
2.14, -9.59, 1.16, LEFT
3.56, -8.88, 2.49, LEFT
4.91, -8.27, 3.21, LEFT
5.67, -8.04, 1.98, LEFT
5.88, -8.28, 1.42, LEFT
5.68, -8.22, 1.46, LEFT
5.67, -8.47, 1.31, LEFT
5.69, -8.33, 1.12, LEFT
5.62, -8.40, 1.15, LEFT
5.39, -8.29, 1.20, LEFT
5.57, -8.36, 0.88, LEFT
5.47, -8.55, 0.47, LEFT
5.30, -8.62, -0.73, LEFT
5.29, -8.46, -0.90, LEFT
5.13, -8.69, -1.23, LEFT
3.45, -9.43, 0.76, LEFT
4.45, -9.80, -0.43, LEFT
4.40, -9.33, -0.18, LEFT
4.10, -9.33, 0.04, LEFT
1.04, -9.99, -0.33, LEFT
1.46, -10.01, -0.72, LEFT
1.57, -9.83, -0.70, LEFT
0.59, -10.08, -0.41, LEFT
-0.12, -9.89, -0.22, LEFT
0.35, -9.87, -0.55, LEFT
0.44, -10.01, -0.55, LEFT
0.24, -9.87, -0.52, LEFT
0.74, -10.37, -0.22, LEFT
0.85, -9.79, 1.07, LEFT
0.41, -9.91, 1.44, LEFT
1.34, -9.37, 3.08, LEFT
3.16, -8.56, 4.09, LEFT
2.58, -8.60, 4.67, LEFT
2.42, -8.41, 5.04, LEFT
2.32, -8.15, 5.30, LEFT
2.02, -7.98, 5.54, LEFT
2.33, -7.92, 5.60, LEFT
2.54, -7.40, 5.71, LEFT
2.77, -7.51, 5.79, LEFT
2.74, -7.44, 5.94, LEFT
2.94, -7.47, 5.90, LEFT
2.70, -7.53, 6.06, LEFT
2.95, -7.60, 5.93, LEFT
2.80, -7.29, 6.02, LEFT
2.95, -7.45, 5.89, LEFT
3.02, -7.57, 5.84, LEFT
2.88, -7.36, 5.90, LEFT
2.88, -7.44, 5.88, LEFT
2.83, -7.74, 5.82, LEFT
1.41, -8.27, 5.21, LEFT
0.17, -8.51, 4.98, LEFT
0.17, -8.54, 4.93, LEFT
0.02, -8.61, 4.82, LEFT
0.00, -8.61, 4.78, LEFT
0.03, -8.71, 4.71, LEFT
-0.02, -8.58, 4.72, LEFT
-0.14, -8.60, 4.76, LEFT
-0.10, -8.79, 4.59, LEFT
-0.06, -8.71, 4.50, LEFT
-0.01, -8.83, 4.45, LEFT
0.14, -8.87, 4.32, LEFT
0.44, -8.88, 4.27, LEFT
1.01, -9.06, 4.12, LEFT
0.79, -8.64, 4.51, LEFT
1.05, -8.94, 4.17, LEFT
1.35, -8.63, 4.32, LEFT
2.42, -8.68, 4.16, LEFT
2.49, -8.69, 4.09, LEFT
2.57, -8.92, 3.87, LEFT
2.57, -8.92, 3.77, LEFT
2.46, -8.85, 3.83, LEFT
1.81, -9.24, 3.86, LEFT
1.24, -9.37, 3.68, LEFT
2.30, -8.60, 3.67, LEFT
1.56, -9.54, 2.83, LEFT
1.82, -9.40, 2.42, LEFT
1.79, -9.58, 1.97, LEFT
1.69, -9.67, 1.75, LEFT
1.65, -9.64, 1.86, LEFT
1.62, -9.63, 1.91, LEFT
1.75, -9.78, 1.78, LEFT
1.13, -9.71, 2.05, LEFT
0.74, -8.99, 2.56, LEFT
1.00, -9.58, 1.98, LEFT
1.22, -9.65, 1.96, LEFT
1.47, -9.74, 1.80, LEFT
7.78, 0.42, 6.36, DOWN
9.03, 0.40, 5.71, DOWN
8.62, 0.03, 5.76, DOWN
8.18, 0.05, 6.17, DOWN
9.28, 0.51, 4.85, DOWN
10.79, 1.30, 0.09, DOWN
9.70, 1.02, 2.43, DOWN
9.46, -0.81, 1.54, DOWN
10.45, -0.73, 0.01, DOWN
10.00, 0.10, -2.65, DOWN
9.87, 0.33, -3.06, DOWN
9.80, 0.59, -3.12, DOWN
9.79, 0.55, -2.89, DOWN
9.81, 0.71, -3.06, DOWN
9.78, 0.58, -2.88, DOWN
9.80, 0.51, -2.66, DOWN
9.71, 0.49, -2.61, DOWN
9.84, 0.88, -2.79, DOWN
9.90, 1.12, -2.63, DOWN
9.82, 1.08, -2.75, DOWN
9.95, 0.04, -1.91, DOWN
9.27, 0.75, 0.53, DOWN
9.95, 0.46, -1.65, DOWN
10.20, 0.16, -0.82, DOWN
9.94, 0.02, -0.54, DOWN
9.44, -0.31, -0.85, DOWN
9.92, -1.13, -1.75, DOWN
9.25, 0.37, -1.45, DOWN
9.81, -0.57, -2.08, DOWN
9.76, -1.02, -2.67, DOWN
9.60, -1.11, -3.02, DOWN
10.16, -1.52, -3.06, DOWN
10.13, -0.18, -1.04, DOWN
9.64, -0.42, -2.34, DOWN
9.73, 0.04, -3.67, DOWN
9.48, 0.36, -3.87, DOWN
8.93, -0.59, -5.48, DOWN
8.29, -0.54, -5.88, DOWN
8.73, -0.52, -5.83, DOWN
9.53, -0.01, -4.05, DOWN
10.29, -0.98, -0.82, DOWN
10.52, -1.20, 1.41, DOWN
9.39, -1.61, 3.12, DOWN
9.45, -1.82, 3.59, DOWN
10.03, -1.38, 1.95, DOWN
10.13, -1.47, 0.69, DOWN
10.04, -1.37, 1.54, DOWN
9.45, -1.63, 3.28, DOWN
9.32, -1.87, 3.65, DOWN
9.33, -1.89, 3.83, DOWN
9.43, -1.65, 3.62, DOWN
9.63, -1.52, 3.18, DOWN
9.54, -1.55, 3.24, DOWN
9.45, -1.55, 3.34, DOWN
9.51, -1.50, 3.28, DOWN
10.06, -1.20, 2.65, DOWN
9.97, -0.89, 2.12, DOWN
9.98, -0.91, 2.33, DOWN
9.85, -0.87, 2.38, DOWN
9.91, -0.82, 2.38, DOWN
9.93, -0.82, 2.38, DOWN
9.92, -0.81, 2.31, DOWN
9.95, -0.75, 2.34, DOWN
9.97, -0.69, 2.39, DOWN
9.94, -0.70, 2.37, DOWN
9.91, -0.68, 2.37, DOWN
9.93, -0.67, 2.37, DOWN
9.90, -0.71, 2.40, DOWN
9.92, -0.71, 2.36, DOWN
9.96, -0.61, 2.27, DOWN
9.96, -0.62, 2.27, DOWN
9.91, -0.66, 2.33, DOWN
9.91, -0.63, 2.33, DOWN
9.91, -0.66, 2.38, DOWN
9.95, -0.64, 2.31, DOWN
9.81, -0.82, 2.47, DOWN
9.70, -1.23, 2.47, DOWN
9.95, -1.10, 2.49, DOWN
9.91, -0.38, 2.52, DOWN
9.89, -1.25, 2.52, DOWN
9.96, -1.14, 2.33, DOWN
9.80, -1.06, 2.68, DOWN
9.66, -0.99, 3.08, DOWN
9.90, -0.90, 2.54, DOWN
10.16, -1.13, 1.60, DOWN
10.79, -1.69, 0.88, DOWN
9.55, -1.28, -1.15, DOWN
9.75, -1.17, -1.82, DOWN
10.40, -1.02, -2.88, DOWN
10.03, -0.29, -2.72, DOWN
9.97, -0.11, -1.98, DOWN
10.63, -0.45, -2.70, DOWN
8.96, 0.06, -2.08, DOWN
8.76, -0.78, -0.86, DOWN
10.94, -2.32, -3.07, DOWN
11.97, -2.43, -2.59, DOWN
9.59, -2.26, -1.41, DOWN
9.72, -1.88, -2.38, DOWN
9.86, -1.17, -2.61, DOWN
9.62, -0.83, -3.53, DOWN
9.79, -0.70, -3.18, DOWN
9.99, -0.23, -2.51, DOWN
8.67, 0.99, 0.36, DOWN
10.26, 0.74, -1.44, DOWN
9.68, -0.48, -2.43, DOWN
10.06, -0.96, -1.53, DOWN
10.14, -0.23, -0.85, DOWN
10.14, -0.27, -1.19, DOWN
10.13, -0.28, -1.45, DOWN
9.01, -0.31, -0.75, DOWN
10.15, -0.91, -1.21, DOWN
9.82, -0.42, -1.89, DOWN
9.42, -0.39, -4.39, DOWN
9.18, -0.42, -4.51, DOWN
8.88, -0.46, -4.78, DOWN
9.12, -0.44, -4.73, DOWN
9.10, -0.32, -4.80, DOWN
9.14, -0.44, -4.24, DOWN
9.21, -0.30, -4.66, DOWN
9.26, -0.34, -4.14, DOWN
9.17, -0.49, -3.75, DOWN
9.43, -0.37, -3.64, DOWN
9.50, -0.27, -3.85, DOWN
9.43, -0.27, -3.86, DOWN
9.49, -0.17, -3.92, DOWN
9.46, -0.18, -3.90, DOWN
9.42, -0.04, -4.00, DOWN
9.39, -0.05, -3.98, DOWN
9.36, -0.02, -4.16, DOWN
9.38, -0.00, -4.22, DOWN
9.50, 0.09, -4.01, DOWN
9.37, -0.20, -3.95, DOWN
9.39, -0.05, -4.22, DOWN
9.30, -0.17, -4.23, DOWN
9.44, -0.12, -4.30, DOWN
9.32, -0.23, -4.21, DOWN
9.25, -0.26, -4.36, DOWN
9.30, -0.10, -4.17, DOWN
9.23, -0.14, -4.39, DOWN
9.22, -0.04, -4.36, DOWN
9.26, 0.02, -4.60, DOWN
9.22, -0.01, -4.53, DOWN
9.24, -0.03, -4.65, DOWN
9.22, 0.26, -4.97, DOWN
9.11, -0.02, -4.81, DOWN
9.06, 0.00, -4.80, DOWN
8.96, 0.01, -5.02, DOWN
9.34, -0.32, -3.93, DOWN
9.56, -0.44, -3.65, DOWN
9.72, -0.37, -3.48, DOWN
9.67, -0.41, -3.38, DOWN
9.69, -0.34, -3.48, DOWN
9.69, -0.31, -3.49, DOWN
9.69, -0.36, -3.18, DOWN
9.74, -0.31, -3.37, DOWN
9.67, -0.46, -3.16, DOWN
9.88, -0.33, -2.88, DOWN
10.05, -0.84, -0.96, DOWN
10.23, -1.03, -0.32, DOWN
10.11, -1.07, -0.28, DOWN
10.16, -1.10, -0.49, DOWN
10.13, -1.05, -0.60, DOWN
10.13, -1.07, -0.54, DOWN
10.14, -1.09, -0.63, DOWN
10.23, -1.04, -0.80, DOWN
10.23, -1.06, -0.79, DOWN
10.09, -1.11, -0.58, DOWN
10.18, -1.06, -0.82, DOWN
9.85, -1.10, -1.50, DOWN
9.76, -1.14, -3.11, DOWN
9.59, -1.10, -3.28, DOWN
9.62, -0.87, -3.56, DOWN
9.60, -0.82, -3.41, DOWN
9.60, -0.94, -3.58, DOWN
9.62, -0.85, -3.68, DOWN
9.61, -0.74, -3.48, DOWN
9.60, -0.89, -3.58, DOWN
9.59, -0.92, -3.65, DOWN
9.60, -0.82, -3.54, DOWN
9.59, -0.87, -3.56, DOWN
9.62, -0.91, -3.56, DOWN
9.61, -0.92, -3.48, DOWN
9.57, -0.90, -3.48, DOWN
9.58, -0.91, -3.46, DOWN
9.61, -0.87, -3.54, DOWN
9.64, -0.86, -3.56, DOWN
9.60, -0.87, -3.60, DOWN
9.68, -1.17, -3.31, DOWN
9.62, -2.55, -2.92, DOWN
9.55, -3.13, -2.31, DOWN
9.49, -3.40, -2.02, DOWN
9.44, -3.73, -1.82, DOWN
9.34, -3.70, -1.26, DOWN
9.56, -3.44, -1.08, DOWN
9.47, -3.31, -1.05, DOWN
9.98, -1.32, -1.62, DOWN
10.17, -0.91, -1.66, DOWN
10.09, -1.03, -1.59, DOWN
10.07, -1.12, -1.82, DOWN
10.01, -1.22, -1.80, DOWN
10.01, -1.25, -1.88, DOWN
10.00, -1.27, -1.97, DOWN
9.94, -1.43, -1.87, DOWN
9.96, -1.45, -1.94, DOWN
9.92, -1.57, -1.96, DOWN
9.97, -1.46, -2.04, DOWN
9.90, -1.56, -2.06, DOWN
9.90, -1.65, -2.17, DOWN
9.80, -1.63, -2.52, DOWN
9.84, -1.51, -2.72, DOWN
9.71, -1.41, -2.69, DOWN
9.83, -1.09, -3.12, DOWN
9.80, -1.00, -3.17, DOWN
9.71, -1.06, -3.03, DOWN
9.69, -1.00, -3.17, DOWN
9.71, -1.17, -3.00, DOWN
9.84, -1.05, -3.03, DOWN
9.84, -0.21, -3.11, DOWN
9.79, -0.03, -3.32, DOWN
9.36, 0.14, -3.75, DOWN
9.33, 0.18, -3.73, DOWN
8.97, 0.29, -4.81, DOWN
8.79, 0.27, -5.28, DOWN
8.79, 0.17, -5.11, DOWN
8.68, 0.34, -5.55, DOWN
8.62, 0.32, -5.51, DOWN
8.49, 0.30, -5.51, DOWN
8.81, 0.22, -5.59, DOWN
8.82, 0.00, -4.98, DOWN
8.94, 0.22, -5.18, DOWN
8.96, 0.05, -5.04, DOWN
9.11, 0.02, -4.89, DOWN
9.53, -0.29, -4.28, DOWN
9.48, -0.73, -3.93, DOWN
9.70, -1.12, -3.70, DOWN
9.28, -1.47, -4.07, DOWN
9.67, -0.96, -3.50, DOWN
9.81, -0.22, -3.36, DOWN
9.75, 0.12, -2.99, DOWN
9.83, 0.32, -2.79, DOWN
9.83, 0.28, -3.10, DOWN
9.76, 0.24, -3.00, DOWN
9.75, 0.24, -2.99, DOWN
9.82, 0.38, -3.05, DOWN
9.72, 0.32, -2.94, DOWN
9.72, 0.30, -3.11, DOWN
9.76, 0.25, -3.31, DOWN
9.62, 0.21, -3.44, DOWN
9.53, 0.34, -3.83, DOWN
9.46, 0.35, -3.88, DOWN
9.46, 0.36, -3.93, DOWN
9.38, 0.21, -3.59, DOWN
9.57, 0.43, -3.64, DOWN
9.61, 0.41, -3.71, DOWN
9.53, 0.41, -3.57, DOWN
9.67, 0.62, -4.07, DOWN
9.55, 0.48, -3.89, DOWN
9.44, 0.40, -3.70, DOWN
9.51, 0.46, -3.97, DOWN
9.54, 0.63, -3.74, DOWN
9.62, 0.90, -3.47, DOWN
9.61, 0.86, -3.41, DOWN
9.67, 0.80, -3.36, DOWN
9.61, 0.83, -3.32, DOWN
9.65, 0.82, -3.52, DOWN
9.60, 0.80, -3.43, DOWN
9.62, 0.81, -3.30, DOWN
9.68, 0.85, -3.51, DOWN
9.60, 0.89, -3.58, DOWN
9.53, 0.96, -3.56, DOWN
9.50, 0.93, -3.65, DOWN
9.51, 1.01, -3.62, DOWN
9.53, 0.97, -3.64, DOWN
9.54, 0.95, -3.59, DOWN
9.56, 0.99, -3.56, DOWN
9.54, 0.92, -3.53, DOWN
9.54, 0.94, -3.55, DOWN
9.58, 1.00, -3.51, DOWN
9.70, 1.09, -3.51, DOWN
9.52, 0.43, -3.25, DOWN
9.81, -0.97, -1.84, DOWN
10.08, -0.41, -1.28, DOWN
10.06, 0.70, -1.42, DOWN
10.01, 0.14, -2.16, DOWN
10.05, -0.55, -1.73, DOWN
10.16, -0.50, -1.72, DOWN
10.06, -0.98, -1.43, DOWN
10.14, -1.01, -1.54, DOWN
10.05, -1.09, -1.28, DOWN
10.12, -1.02, -1.58, DOWN
10.12, -1.04, -1.55, DOWN
10.08, -1.00, -1.54, DOWN
10.10, -0.93, -1.64, DOWN
10.05, -1.07, -1.63, DOWN
10.06, -0.99, -1.67, DOWN
10.10, -0.92, -1.80, DOWN
10.04, -0.95, -1.84, DOWN
10.05, -0.95, -1.87, DOWN
10.08, -0.92, -1.97, DOWN
10.08, -0.96, -1.81, DOWN
10.03, -0.96, -1.89, DOWN
10.06, -0.93, -1.96, DOWN
9.93, -0.94, -1.94, DOWN
10.10, -0.82, -2.04, DOWN
10.06, -1.02, -2.26, DOWN
9.99, -1.37, -2.18, DOWN
9.53, -1.06, -3.01, DOWN
9.31, -0.80, -4.50, DOWN
9.02, -0.43, -5.03, DOWN
9.04, -0.46, -4.93, DOWN
9.06, -0.53, -4.70, DOWN
9.12, -0.52, -4.76, DOWN
9.08, -0.57, -4.75, DOWN
9.15, -0.57, -4.64, DOWN
9.22, -0.53, -4.60, DOWN
9.20, -0.58, -4.41, DOWN
9.23, -0.73, -4.25, DOWN
9.31, -0.68, -4.41, DOWN
9.28, -0.65, -4.31, DOWN
9.30, -0.67, -4.36, DOWN
9.36, -0.74, -4.24, DOWN
9.37, -0.80, -4.11, DOWN
9.42, -0.81, -3.97, DOWN
9.56, -0.81, -3.87, DOWN
9.68, -0.72, -3.62, DOWN
9.56, -0.52, -3.28, DOWN
9.58, -0.18, -3.30, DOWN
9.65, 1.10, -3.79, DOWN
9.22, 2.42, -4.25, DOWN
8.97, 2.35, -4.16, DOWN
9.34, 2.07, -3.91, DOWN
9.61, 1.17, -3.08, DOWN
10.03, 0.69, -2.99, DOWN
9.86, 0.14, -1.89, DOWN
10.04, 0.38, -0.90, DOWN
9.73, -0.20, -0.79, DOWN
9.86, -0.94, -2.03, DOWN
10.01, -0.53, -1.35, DOWN
10.28, -0.48, -0.08, DOWN
10.29, -0.57, 0.60, DOWN
10.11, -0.64, 0.91, DOWN
10.25, -0.61, 0.72, DOWN
10.19, -0.66, 0.80, DOWN
10.20, -0.67, 0.79, DOWN
10.23, -0.62, 0.69, DOWN
10.17, -0.66, 1.12, DOWN
10.14, -0.53, 1.14, DOWN
9.97, -0.59, 1.47, DOWN
9.82, -0.96, 2.19, DOWN
9.95, -0.98, 2.01, DOWN
9.84, -1.12, 1.79, DOWN
10.25, -1.10, 0.44, DOWN
10.17, -1.24, -0.12, DOWN
10.11, -1.26, 0.20, DOWN
10.12, -1.21, 0.08, DOWN
10.15, -1.18, 0.02, DOWN
10.18, -1.21, -0.08, DOWN
10.23, -1.05, -0.14, DOWN
10.34, -1.50, -0.96, DOWN
10.15, -1.33, -0.75, DOWN
10.21, 0.01, -0.22, DOWN
10.10, 0.39, -1.29, DOWN
10.29, 1.43, -2.30, DOWN
9.95, 1.11, -1.75, DOWN
10.10, 1.06, -1.72, DOWN
10.04, 0.73, -1.50, DOWN
10.08, 0.64, -1.33, DOWN
10.11, 0.62, -1.65, DOWN
10.06, 0.56, -1.45, DOWN
10.02, 0.28, -1.70, DOWN
10.07, 0.01, -1.64, DOWN
10.19, -0.36, -1.27, DOWN
10.72, -0.45, -0.63, DOWN
8.81, -1.93, 3.56, DOWN
9.16, -1.78, 3.82, DOWN
10.40, -1.01, 1.34, DOWN
10.17, -1.09, 0.01, DOWN
10.13, -1.15, 0.39, DOWN
10.15, 0.48, 0.44, DOWN
10.30, -0.60, -0.16, DOWN
10.26, -1.16, -0.01, DOWN
10.21, -1.11, -0.01, DOWN
10.47, 0.27, 1.49, DOWN
10.16, -1.10, -0.37, DOWN
10.04, -0.88, -1.39, DOWN
9.93, 2.01, -2.06, DOWN
10.17, 0.37, -2.43, DOWN
10.08, 0.87, -2.24, DOWN
9.98, 0.85, -2.79, DOWN
9.79, 0.82, -2.80, DOWN
9.90, 0.85, -2.81, DOWN
9.72, 0.61, -2.34, DOWN
9.84, 0.84, -3.20, DOWN
9.91, 0.65, -2.77, DOWN
9.82, 0.60, -2.57, DOWN
9.82, 0.66, -2.75, DOWN
9.91, 0.77, -2.89, DOWN
9.92, 0.84, -2.64, DOWN
9.92, 0.67, -2.36, DOWN
10.00, 0.47, -2.02, DOWN
10.09, 0.42, -2.02, DOWN
10.12, 0.50, -2.13, DOWN
9.96, 0.68, -2.36, DOWN
9.96, 0.69, -2.26, DOWN
9.92, 0.69, -2.27, DOWN
9.93, 0.84, -2.38, DOWN
9.95, 0.84, -2.30, DOWN
9.87, 0.79, -2.25, DOWN
9.97, 0.94, -2.60, DOWN
9.90, 1.03, -2.39, DOWN
9.86, 1.29, -2.09, DOWN
9.98, 1.42, -2.10, DOWN
10.03, 1.21, -1.76, DOWN
9.98, 0.98, -1.35, DOWN
10.06, 0.86, -1.55, DOWN
10.09, 0.85, -1.54, DOWN
10.05, 0.85, -1.50, DOWN
10.13, 0.90, -1.71, DOWN
10.03, 0.88, -1.61, DOWN
10.05, 0.90, -1.67, DOWN
9.89, 1.14, -1.56, DOWN
9.84, 1.92, -2.28, DOWN
9.91, 1.92, -2.35, DOWN
9.94, 1.90, -2.40, DOWN
9.92, 1.46, -2.07, DOWN
9.95, 1.40, -2.11, DOWN
9.99, 1.43, -1.89, DOWN
10.07, 1.29, -1.36, DOWN
10.09, 1.27, -0.79, DOWN
10.11, 1.31, -0.28, DOWN
10.09, 1.27, 0.13, DOWN
10.17, 1.30, 0.06, DOWN
10.13, 1.30, 0.18, DOWN
10.21, 1.31, 0.21, DOWN
9.83, 0.84, 1.08, DOWN
10.13, 0.89, 0.96, DOWN
10.07, 0.88, 1.06, DOWN
10.12, 0.83, 0.96, DOWN
10.18, 0.81, 0.93, DOWN
10.12, 0.74, 1.00, DOWN
10.16, 0.75, 0.94, DOWN
10.13, 0.71, 1.04, DOWN
10.11, 0.71, 1.05, DOWN
10.18, 0.74, 0.95, DOWN
10.15, 0.65, 1.06, DOWN
10.21, 0.24, 1.05, DOWN
10.41, -0.60, 0.92, DOWN
9.98, -0.57, 1.68, DOWN
9.68, -1.06, 2.81, DOWN
9.61, -1.37, 3.08, DOWN
9.53, -1.14, 2.82, DOWN
10.13, -0.74, 1.71, DOWN
10.01, -1.21, 0.85, DOWN
10.22, -0.96, 0.51, DOWN
10.13, -0.24, 0.03, DOWN
10.41, 0.34, -1.28, DOWN
10.11, -0.70, -0.17, DOWN
10.31, -0.90, 0.11, DOWN
9.72, -1.03, 2.12, DOWN
9.79, -1.42, 2.81, DOWN
9.05, -1.37, 4.17, DOWN
8.95, -1.49, 4.54, DOWN
9.00, -1.33, 4.71, DOWN
9.00, -1.41, 4.54, DOWN
9.12, -1.34, 4.38, DOWN
9.12, -1.34, 4.33, DOWN
9.40, -1.14, 3.87, DOWN
9.55, -1.19, 2.38, DOWN
10.26, -0.99, 0.48, DOWN
9.79, 0.14, -2.96, DOWN
8.99, -0.17, -4.82, DOWN
8.18, -0.20, -6.82, DOWN
7.48, 0.11, -7.07, DOWN
7.87, -0.02, -6.51, DOWN
8.30, -0.17, -5.79, DOWN
9.18, -0.37, -4.93, DOWN
9.26, -0.45, -4.54, DOWN
9.10, -0.40, -4.56, DOWN
9.23, -0.31, -4.48, DOWN
9.38, -0.48, -4.16, DOWN
9.44, -0.59, -3.79, DOWN
9.56, -0.63, -3.78, DOWN
9.66, -0.82, -3.23, DOWN
9.68, -0.78, -3.20, DOWN
9.72, -0.66, -3.43, DOWN
9.69, -0.71, -3.05, DOWN
9.81, -0.61, -2.81, DOWN
10.39, 0.13, -1.90, DOWN
10.09, -0.60, 0.28, DOWN
10.21, 0.17, -0.60, DOWN
10.25, 0.58, -1.45, DOWN
10.19, 0.50, -1.31, DOWN
10.07, 0.48, -1.19, DOWN
10.14, 0.79, -1.93, DOWN
10.13, 0.68, -1.75, DOWN
10.11, 0.25, -1.30, DOWN
10.20, -0.83, -1.08, DOWN
10.13, -1.12, -0.99, DOWN
10.19, -1.06, -0.92, DOWN
10.20, -0.85, -0.99, DOWN
10.22, -0.55, -1.44, DOWN
10.13, -0.48, -1.47, DOWN
10.11, -0.45, -1.42, DOWN
10.18, -0.37, -1.61, DOWN
10.11, -0.40, -1.48, DOWN
10.05, -0.52, -1.33, DOWN
10.21, -0.33, -1.66, DOWN
10.03, -0.15, -1.82, DOWN
10.05, -0.10, -1.94, DOWN
10.07, -0.08, -1.91, DOWN
10.03, -0.08, -1.85, DOWN
10.10, -0.12, -1.67, DOWN
10.13, -0.06, -1.77, DOWN
